text_en,text_tfidf
Garbage is being dumped and burnt in the location on a regular basis. The garbage is set on fire in the evenings and it continues to burn throughout the night making it difficult to breathe.,garbage dumped burnt location regular basis garbage set fire evening continues burn throughout night making difficult breathe
Post Road Dug up for sanitary line - No CMC Water supply from last 8 months,post road dug sanitary line cmc water supply last month
For the past 10 days street Light is not working,past day street light working
"For the past 6 months the whole of 80ft Road was dug out, and after the rains it was left as it was, with all the sidewalks removed, with open sewage and garbage manholes at ever corner, this area is supposed to be the best areas in bangalore next to the government offices and houses, truly saddening how bbmp and other govt. Offices are so irresponsible and careless",past month whole road dug rain left sidewalk removed open sewage garbage manhole ever corner area supposed best area bangalore next government office house truly saddening bbmp govt office irresponsible careless
"Bellandur and Kasavanahalli near by areas are fully concrete now. Requesting the elected MP PC Mohan to please construct few parks and public ground. This will increase the green zone and also kids can play. Playing out door games are a big business now, general people can't afford that. As our elected MP, kindly consider.",bellandur kasavanahalli near area fully concrete requesting elected mohan please construct park public ground increase green zone also kid play playing door game big business general people afford elected kindly consider
"Need new lights at MCC layout , prakash laout varthur .",need new light mcc layout prakash laout varthur
"Sewage is flowing out on road near appollo pharmacy on kasavanahalli main raod, across from Amritha grand",sewage flowing road near appollo pharmacy kasavanahalli main raod across amritha grand
Too much of noise from past 3 days we cannot stay in home,much noise past day cannot stay home
"Wedding halls on 2nd Main Industrial Town have no parking in their buildings. the haphazard parking on roads causes massive traffic jams on all surrounding areas , noise pollution from all the honking and huge operational problems for all offices around",wedding hall main industrial town parking building haphazard parking road cause massive traffic jam surrounding area noise pollution honking huge operational problem office around
"Dear concerned, bringing to your attention the overflowing sewage for the past more than a month on K NARAYANAPURA CROSS. This is near NANDU's chicken and opposite to the large tree a little ahead. This is posing a big health hazard to the nearby government school staff and children and all residents in and around. Request this be repaired immediately. Thank you.",dear concerned bringing attention overflowing sewage past month narayanapura cross near nandu chicken opposite large tree little ahead posing big health hazard nearby government school staff child resident around request repaired immediately thank
"A HALLOW ON A ROAD SURFACE CAUSED BY WEAR OR SUBSIDENCE IN 10TH MAIN, SHANTINIKETAN LAYOUT, AREKERE, B.G. Road, BANGALORE.  RESPONSE IS WAITING FOR THE REQUEST NUMBER 10911446 dtd: 01-10-2019 FROM BANGALORE SAHAAYA.  PLEASE RECTIFY THE PROBLEM TO SAVE VEHICLE TRAFFIC FROM THAT HOLE.",hallow road surface caused wear subsidence main shantiniketan layout arekere road bangalore response waiting request number dtd bangalore sahaaya please rectify problem save vehicle traffic hole
"In Meenakshi layout all the roads are dug for Water & sanitory lines & have not been repaired from last 2 years , it is very dangerous for the residents to even walk on the road even if it rains for 15mins",meenakshi layout road dug water sanitory line repaired last year dangerous resident even walk road even rain min
"The BWSSB contractor had laid sanitary lines in our area 5 months ago, in September 2018. However, on completion the road was just closed and some gravel stones were poured on it. the road on one side has become unusable. BBMP or BWSSB has not taken any steps to asphalt the road.",bwssb contractor laid sanitary line area month ago september however completion road closed gravel stone poured road one side become unusable bbmp bwssb taken step asphalt road
"In front of the Ganesha Temple and Rama Temple resident of Sunkenahalli, people are throwing Garbage and garbage Auto is not coming to the behind Kabeer Mutt road regularly. please take action.",front ganesha temple rama temple resident sunkenahalli people throwing garbage garbage auto coming behind kabeer mutt road regularly please take action
"Dear Sir/Madam,

The water scarcity can be experienced almost in many places. In this times, seeing that water is running out of tap every alternate day. Lots of water is running out for many hours. It can be rectified with a single replacement of good water tap.  Sir please act fast!! We can save lot of water together. Please take action fast",dear sir madam water scarcity experienced almost many place time seeing water running tap every alternate day lot water running many hour rectified single replacement good water tap sir please act fast save lot water together please take action fast
"The locality near AET college, Carmelaram has literally no roads. The situation becomes very bad during rains. There are no roads. Only the red soil is throughout presentand it is very slippery. Please lay new roads",locality near aet college carmelaram literally road situation becomes bad rain road red soil throughout presentand slippery please lay new road
Need road to be fixed. it's been 10 years this road hasn't been fixed. There are 100's of people living in this layout and currently it's in a horrible state.,need road fixed year road fixed people living layout currently horrible state
"When will the Gottigere Lake Road be asphalted, it has been really long time work was started for road widening, but unfinished. Request officials to look into this matter as soon as possible, as this road is very steep, it is really unsafe to travel during monsoons and night.",gottigere lake road asphalted really long time work started road widening unfinished request official look matter soon possible road steep really unsafe travel monsoon night
"The entire stretch from Kalkere Main road, starting from Jayanthi Nagar Circle to Kalkere HP Petrol Pump is completely dug up, and is such a dangerous and pathetic state, that people are not able to commute, filled with heavy dust, posing great danger for the safety of people, with stones and dividers now barely visible, damaging cars, causing financial loss and death",entire stretch kalkere main road starting jayanthi nagar circle kalkere petrol pump completely dug dangerous pathetic state people able commute filled heavy dust posing great danger safety people stone divider barely visible damaging car causing financial loss death
"From last two days door to door pick is not happening. Got to know that now onward they will not get down from vehicle and we have to handover to vehicle in hand.
Is this new process or your employees started throwing tantrum ?",last two day door door pick happening got know onward get vehicle handover vehicle hand new process employee started throwing tantrum
"Potholes not repaired : almost 1 year - Opposite HSBC,Bannerghatta road - Near Adigas hotel",pothole repaired almost year opposite hsbc bannerghatta road near adigas hotel
"Hi,

People are dumping waste on side to the main road at this area.There were no bins provided here by municipality.People are throwing the garbage on vacant land which is causing health issues to the families nearby.Please take appropriate measures by providing dustbins  asap as upcoming rainy season it may worsen.Thanks",people dumping waste side main road area bin provided municipality people throwing garbage vacant land causing health issue family nearby please take appropriate measure providing dustbin asap upcoming rainy season may worsen thanks
No street light since past one month not one but 2 lights in the same road is not working even after posting it lot off time I request u to repair it as soon as possible in 8th main road Ananthapura,street light since past one month one light road working even posting lot time request repair soon possible main road ananthapura
"Hi, This is regarding construction work going on in 6th main road, ITI layout. The construction materials are all thrown on the road. The temporary house is also placed covering half of the road. cars and kids cannot move freely. we have to bear this for another whole year. please get it fixed",regarding construction work going main road iti layout construction material thrown road temporary house also placed covering half road car kid cannot move freely bear another whole year please get fixed
"Dear Sir,
    Hennur Main Road is in pathetic condition. It is one of the existing Main road to connect Airport with Ring Road. The condition of the road is very bad. Instead of repair, Request to fresh asphalt the entire road for the convenience of the users.

Regards
Jinson",dear sir hennur main road pathetic condition one existing main road connect airport ring road condition road bad instead repair request fresh asphalt entire road convenience user regard jinson
Raised complaint in BBMP Sahaya too. Area JE show photo of different location and close the issue as resolved. In South End B Road next to Professional couriers garbage is not cleared since 3 weeks,raised complaint bbmp sahaya area show photo different location close issue resolved south end road next professional courier garbage cleared since week
Namjoshi road esp near the Basava nagar bus stop was cleaned by citizens and made free of garbage. why has Bbmp started re dumping garbage on that stretch? segregation is what was being done by Bbmp there but your workers don't bother cleaning the place after that.,namjoshi road esp near basava nagar bus stop cleaned citizen made free garbage bbmp started dumping garbage stretch segregation done bbmp worker bother cleaning place
"Carvery water distributed is Mixed with drainage water Immediate to attend, managed 2weeks with other sources",carvery water distributed mixed drainage water immediate attend managed week source
"Uttarahalli (on the way to ramanjaneya nagar) very close to BBMP office
7th Cross Rd, Ramanjaneyanagar, Chikkalasandra, Bengaluru, Karnataka 560061
https://maps.app.goo.gl/NufNLQNPHp6zrg4V7",uttarahalli way ramanjaneya nagar close bbmp office cross ramanjaneyanagar chikkalasandra bengaluru karnataka http map app goo nufnlqnphp zrg
"These are pics of K.Channasandra main road.
Starting from Horamavu to Kanaka Nagara the area is fully dug out since last one year and BBMP is not bothered to fix the issue at all.

This area is graveyard to travellers and there are already two deaths reported due to bad road conditions and extreme health conditions.

Please help before too late.",pic channasandra main road starting horamavu kanaka nagara area fully dug since last one year bbmp bothered fix issue area graveyard traveller already two death reported due bad road condition extreme health condition please help late
The Underpass work has been incomplete from years now. Kindly let us know the status of the timeframe taken to finally complete this project,underpass work incomplete year kindly let know status timeframe taken finally complete project
There is a overflow of sewage water from a hole in front of our house.,overflow sewage water hole front house
We are not able to remove our vehicles out. Its been 1 month and still its not completed. They have removed all the stones and left there only.,able remove vehicle month still completed removed stone left
Hello sir....In  3rd cross Canara Bank colony chikallasandra Bengaluru...61 our road is too horrible to walk or travel in vehicles so make it sure that it will complement within this year....we suffering from many health issues since 6-7months....Taar Road must be done,hello sir cross canara bank colony chikallasandra bengaluru road horrible walk travel vehicle make sure complement within year suffering many health issue since month taar road must done
"Vehicle no : KA05AB1823
Date : 7 march 2022
Time : 8.32 AM
Violation : parking in no-parking zone.
Location : channasandra bus stop",vehicle date march time violation parking parking zone location channasandra bus stop
"Complete road been dug out to remove drainage pipe ,now the road has not been closed & tarred past 1 week",complete road dug remove drainage pipe road closed tarred past week
Horrible road condition. Last few days road is filled with sewage water,horrible road condition last day road filled sewage water
"Why social distance is not taken serious by Ms LeelaShivakumar's husband even after 21days of lockdown, today April 15th crowd in pic. Y do u blame people, it's ur responsible to mark circle before distributing covid milk to ensure social distance.",social distance taken serious leelashivakumar husband even day lockdown today april crowd pic blame people responsible mark circle distributing covid milk ensure social distance
"Dumping garbage in front of my shop everyday, I have a shop with  garbage rats and mosquitoes.",dumping garbage front shop everyday shop garbage rat mosquito
"The condition of Yelenahalli road is getting worst day by day. it has been made for more than 5 times in last 6 months but every time it rains, the roads are not in a driveable condition. request to fix it as soon as possible.",condition yelenahalli road getting worst day day made time last month every time rain road driveable condition request fix soon possible
The Yelanahalli road is in terrible condition for more than a year now! A lot of Electronic City commuters take this road and join Neeladri road due to traffic in BTM due to Metro construction - this road is where the infamous Hulimavu lake overflow happened recently. The apathy from the corporation inspite of the lake overflow here is unbelievable!,yelanahalli road terrible condition year lot electronic city commuter take road join neeladri road due traffic btm due metro construction road infamous hulimavu lake overflow happened recently apathy corporation inspite lake overflow unbelievable
"Pot hole on Ganga Jamuna road and 2 nd main junction for the last 4-5 months.
Urgently repairing required",pot hole ganga jamuna road main junction last month urgently repairing required
"This is to complain about the garbage accumulated in the road and footpath thrown by public next to Gurukula Academy .There is so much piled up garbage and due to that many insects, mosquitoes, rodents, lizards and Cockroaches keep getting into the flats .The smell is also so disgusting. we are concerned about health hazards .
Garbage is not been collected from this cross
Kindly take measures to clean it up and do permanent solution.
This is for your kind information and do the needful.

Adress:14th Cross Road, Neeladri Nagar, Electronics City Phase 1, Electronic City, Bengaluru, Karnataka 560100",complain garbage accumulated road footpath thrown public next gurukula academy much piled garbage due many insect mosquito rodent lizard cockroach keep getting flat smell also disgusting concerned health hazard garbage collected cross kindly take measure clean permanent solution kind information needful adress cross road neeladri nagar electronics city phase electronic city bengaluru karnataka
The whole kodigehalli main road stretch is full of potholes causing difficulties in riding or driving vehicles,whole kodigehalli main road stretch full pothole causing difficulty riding driving vehicle
Remove the water hycinth weed from the lake else by summer the lake would get dried up and ground water level will go down.,remove water hycinth weed lake else summer lake would get dried ground water level
"Water is overflowing on road , not able to drive. accidents are happening due to overflowing water. stinking badly
  TJohn collage  students are using this road.not able to cross the road. kindly  fix the problem as soon as possible.",water overflowing road able drive accident happening due overflowing water stinking badly tjohn collage student using road able cross road kindly fix problem soon possible
"There is no proper road and drainage system for this road since beginning last 10 years despite we are paying all taxes to BBMP, people are struggling to get any means of transportation and no cabs and even autos also not willing to come, in raining season it is hell",proper road drainage system road since beginning last year despite paying tax bbmp people struggling get mean transportation cab even auto also willing come raining season hell
"There is already so much chaos on this road given it is connecting some major one way roads. It has a school and temples, garages etc. There is a growing garbage dump on the sampangi ram nagar stretch (on left side of the road) which starts after woodlands and continues to mission road. The road is narrowed further with the extent of garbage collected. I have even seen persons bringing the bin from home on 2 wheeler and offloading the dust bin here. Please clean it up/paint it and install warning signs with fine.",already much chaos road given connecting major one way road school temple garage etc growing garbage dump sampangi ram nagar stretch left side road start woodland continues mission road road narrowed extent garbage collected even seen person bringing bin home wheeler offloading dust bin please clean paint install warning sign fine
The vehicle PY 05 7166 is parked wrongly on the road leaving no space to take vehicle's of the resident's out or into the cross road. Requesting you to kindly take necessary action against the vehicle.,vehicle parked wrongly road leaving space take vehicle resident cross road requesting kindly take necessary action vehicle
The pipeline road parallel to Abbigere Main road is in very bad condition. It needs immediate repairs,pipeline road parallel abbigere main road bad condition need immediate repair
"Couple of Streetlights are not working in the road since a month. Kindly resolve it as early as possible.
Address : 9th Cross, 2nd Block, Vishwapriya Layout, Beguru, Bengaluru -560068",couple streetlight working road since month kindly resolve early possible address cross block vishwapriya layout beguru bengaluru
"We have 3 year old baby and the whole family unable to sleep. Many families in the lane are affected. Also the dogs have aggressive attitude and has become difficult to walk in the lane. More than 15 dogs in the lane, to loudly and unable to resist.",year old baby whole family unable sleep many family lane affected also dog aggressive attitude become difficult walk lane dog lane loudly unable resist
Need Streetlights on Rachenahalli Rly parallel road (from Rly underpass till thanisandra).,need streetlight rachenahalli rly parallel road rly underpass till thanisandra
Parking on the roads which cause shortage of road for drivers and riders on the road,parking road cause shortage road driver rider road
Garbage not getting collected from vidhyanagar layout 6th cross from last 10days which is creating a lot of problems for residents,garbage getting collected vidhyanagar layout cross last day creating lot problem resident
"From the last one week garbage is not cleared on 8th main , 7th cross,",last one week garbage cleared main cross
"There is lots of robberies , theft and personal attacks are happening near to our place. During night time. Residents are very scared to come out during night Time. Need to increase the beat policing during night.",lot robbery theft personal attack happening near place night time resident scared come night time need increase beat policing night
Even in pandemic times garbage piling up on 17 cross Road due to contractor not collectung and no vigilance to catch garbage dumpers in public road.. Severe smell and entire road on street!,even pandemic time garbage piling cross road due contractor collectung vigilance catch garbage dumper public road severe smell entire road street
"There are many big big potholes across the entire stretch of Nellurahalli Road. Situation has worsen after the rainy season. 
These potholes are very dangerous and are resulting into slowing down of traffic on this very busy road as it conncts to ITPL.",many big big pothole across entire stretch nellurahalli road situation worsen rainy season pothole dangerous resulting slowing traffic busy road conncts itpl
"Very bad undrivable roads in Akshaynagar.
the Yelenahalli main road is totally washed out and Roads haven't been laid properly in last 3 years.
Dangerous for all 2 wheelers and pedestrians. Posts health risks due to high amount of dust and pollution.
Request to attend this request as soon as possible",bad undrivable road akshaynagar yelenahalli main road totally washed road laid properly last year dangerous wheeler pedestrian post health risk due high amount dust pollution request attend request soon possible
Dried branch of tree entangled on cable pose threat to humans. and vehicles passing thru the 2nd cross Krishna temple road between CMH road and Krishna temple road.,dried branch tree entangled cable pose threat human vehicle passing thru cross krishna temple road cmh road krishna temple road
"I spotted a vehicle being parked in a No-Parking zone in/on 36, Chamundi Nagar Main Rd, Kenchappa Garden Residential Layout, Chamundi Nagar, Hebbal, Bengaluru, Karnataka 560032, India at Violation Time :undefined. Request BTP to take necessary action.",spotted vehicle parked parking zone chamundi nagar main kenchappa garden residential layout chamundi nagar hebbal bengaluru karnataka india violation time undefined request btp take necessary action
Garbage is being dumped in the vacant plot opposite my house.,garbage dumped vacant plot opposite house
"Drainage/Mori blocked since long time in front of PVS school,   this is definitely not acceptabke in the school zone,  please ask some body to clear it,,",drainage mori blocked since long time front pvs school definitely acceptabke school zone please ask body clear
Today morning I saw some one trying to cut tree. When I objected to one Mr durgadas came and said the tree is in there boundary. He said that they are going to build staircase in margin area where tree is located. We wrote a letter to them objected to cut tree and build in margin area.,today morning saw one trying cut tree objected one durgadas came said tree boundary said going build staircase margin area tree located wrote letter objected cut tree build margin area
Streetlights are on opposite EGL at 10:00 am in the morning,streetlight opposite egl morning
"He took 100 rupees instead of 70 rupees, just because of one u turn (which was due to road construction). And also behaved very rudely. Shouted.",took rupee instead rupee one turn due road construction also behaved rudely shouted
Needs immediate tarring. Promises over the last three years not adhered to by the political and civic authorities. It is difficult for pregnant ladies to be driven on these roads. Please act and ensure motorable roads.,need immediate tarring promise last three year adhered political civic authority difficult pregnant lady driven road please act ensure motorable road
"Respected Sir/madam, people are dumping and filling the neighborhood. We have issues of rat, mosquitos, dirty stench and the whole area is stinking. We request you to take appropriate action and help us by cleaning the area. 
Contact- Sundar Thilakavathi Nilaya
Mobile- 7406020404",respected sir madam people dumping filling neighborhood issue rat mosquito dirty stench whole area stinking request take appropriate action help cleaning area contact sundar thilakavathi nilaya mobile
Vendors at Jakkur Santhe Raitra market block roads. Very difficult for school buses to pass thru  the market in morning hours. old post office road is also blocked by parked cars on either side. Daily problem for School buses.,vendor jakkur santhe raitra market block road difficult school bus pas thru market morning hour old post office road also blocked parked car either side daily problem school bus
"Airtel digging Tatanagar main road, pin code 560092. not showing bbmp permission. man in the green t shirt was operating the equipment. opposite aadhar office",airtel digging tatanagar main road pin code showing bbmp permission man green shirt operating equipment opposite aadhar office
Road not proper...Potholes leading to traffic block from Bilekahalli --- IIM --- HSBC ---- Till Arekere,road proper pothole leading traffic block bilekahalli iim hsbc till arekere
This auto driver is asking 250 RS for jaya nagar metro station,auto driver asking jaya nagar metro station
"Our house is not supplied water since 10days and no one is responding...I am buying water tanker everyday to solve our water supply issues.

No one is responding to calls made...
Phones are switched 

My nearby building housing multiple houses owned by local leader gets sufficient supply and we don't get a drop of it.

Don't know how long this will go like this.

Request corporator to look into it.",house supplied water since day one responding buying water tanker everyday solve water supply issue one responding call made phone switched nearby building housing multiple house owned local leader get sufficient supply get drop know long like request corporator look
"At Tirumalraya swamy temple road Tubarahalli,whitefield the drainage was dug by BBMP officials 1 week back. the drainage is blocked at some points which could cause serious health hazard. the commute for pedestrians on the road has been difficult and vehicles are getting snarled. please complete the activity at tge earliest and close the drains.",tirumalraya swamy temple road tubarahalli whitefield drainage dug bbmp official week back drainage blocked point could cause serious health hazard commute pedestrian road difficult vehicle getting snarled please complete activity tge earliest close drain
No garbage collection since last 2 weeks !! people forced to throw garbages outside. please act fast,garbage collection since last week people forced throw garbage outside please act fast
"Hoarding at Murugeshpalya bus stop opposite to Visweswaraya college posing danger to pedestrians, need to fix properly.",hoarding murugeshpalya bus stop opposite visweswaraya college posing danger pedestrian need fix properly
I'm residing near 1st main a cross we are finding difficulty in dumping the garbage and the garbage van comes rarely and they won't make any sound even if they come they stop it very far... please try to solve this issue,residing near main cross finding difficulty dumping garbage garbage van come rarely make sound even come stop far please try solve issue
"Dear Sir/Madam 

Please take this complaint very seriously, In our road garbage vehicle lastly came before deepavali festival till now no garbage collection vehicle came.They will come to every near by roads but not in our road,and for monthly once they will come and collect garbage with money from every single home and again they wont appear here from the next day.this is what going on here.please do the needful.",dear sir madam please take complaint seriously road garbage vehicle lastly came deepavali festival till garbage collection vehicle came come every near road road monthly come collect garbage money every single home wont appear next day going please needful
"Hello,

There is a huge garbage dump on main road Infront of esteem emblem apartment. This is main road, but still garbage dump is piling up.
Please clear the place and do some kind of gating",hello huge garbage dump main road infront esteem emblem apartment main road still garbage dump piling please clear place kind gating
"Water getting wasted flowing continuously due to damaged tap please fix it
Location Kote Muneshwara Temple outside Makkala koota opp to KIMS hospital",water getting wasted flowing continuously due damaged tap please fix location kote muneshwara temple outside makkala koota opp kims hospital
"BBMP staff  since last 10 days, they have been not collectted the wastage/garbage from 10th cross, M.S.Nagar,  Agrahara Badavaneroad,  Thirumenahalli, Bangalore",bbmp staff since last day collectted wastage garbage cross nagar agrahara badavaneroad thirumenahalli bangalore
"There is no proper drain for Rain water opposite to my house water directly enters house. Water fills in 29th cross and enter opposite house hits compound, it's broken and entered my house",proper drain rain water opposite house water directly enters house water fill cross enter opposite house hit compound broken entered house
"Hi,

There is closed house since many years house no 765,28th main btm layout with lots of dirt and water logged on terrace which is causing dengue mosquitto spreading in the adjacent house.

Please resolve it on priority it has become serious trouble for us.

Thanks,
Aparna",closed house since many year house main btm layout lot dirt water logged terrace causing dengue mosquitto spreading adjacent house please resolve priority become serious trouble thanks aparna
"I think this is my 5th complaint and i still hope i get some support.
The road adjacent to lake which is connecting to lake view garden and its adjacent roads doesnt have tar soo far. We have requested many times but no response from anyone. Kindly get the asphalting done for this",think complaint still hope get support road adjacent lake connecting lake view garden adjacent road doesnt tar soo far requested many time response anyone kindly get asphalting done
"Bus blocking half the road on 6th main Mico layout ,BTM layout 2nd stage. Remove the bus, dont put a fine of 100rs",bus blocking half road main mico layout btm layout stage remove bus dont put fine
"Garbage is being dumped in vacant plots in BSK 5th StageBDA layout by neighboring layout residents. This layout is located in Uttarahalli Sy No 85 and 86, behind Mantri Alpyne Apartment, Uttarahalli-Kengeri road. Dogs and pigs are dragging this waste to the road and making it difficult for the residents to use the road. Kindly need your help.",garbage dumped vacant plot bsk stagebda layout neighboring layout resident layout located uttarahalli behind mantri alpyne apartment uttarahalli kengeri road dog pig dragging waste road making difficult resident use road kindly need help
"There are lots of potholes on Doddamangala main road from Sobha till Bren Trillium apartment  which is inviting daily accidents .
No proper street lights & not cleaning of roads. We request concerned department to take necessary action asap.

Thanks,
Bren Trillium Apartment Resident",lot pothole doddamangala main road sobha till bren trillium apartment inviting daily accident proper street light cleaning road request concerned department take necessary action asap thanks bren trillium apartment resident
"Riding Pillion not wearing helmet on Vehicle KA04JQ1467 on 24-07-2019 at 09:12 AM near CQAL HQ,",riding pillion wearing helmet vehicle near cqal
"Hi There, 

Bwssb has been laying water pipes in this area for the last couple of months. They come, dig up the road, leave it un-tarred for months at a stretch. May i ask the concerned authorities to finish the work on urgent basis and please start tarring up the road immediately because its creating unprecedented amount of air pollution. Thanks in advance",bwssb laying water pipe area last couple month come dig road leave tarred month stretch may ask concerned authority finish work urgent basis please start tarring road immediately creating unprecedented amount air pollution thanks advance
"This is next to Mahalakshmi metro station going north towards Iskon. Footpath has to be constructed, the road has to be fixed and private company signage like Cult Fit has been extended onto the footpath. Kindly take a look and take the necessary action thank you very much.",next mahalakshmi metro station going north towards iskon footpath constructed road fixed private company signage like cult fit extended onto footpath kindly take look take necessary action thank much
The roads are having many undolations and all the access roads are filled with mud and undolations unable to Walk or ride two wheelers.No action taken till now.Pls do needful because roads are Prone to accidents and Slips.,road many undolations access road filled mud undolations unable walk ride two wheeler action taken till pls needful road prone accident slip
The road leading to attur from Santosh nagar 4th phase Yelahanka Newtown three borewells have been planted along the road. though we are getting bbmp proper water supply. is these are all legitimate ?Minimum distance between borewells are lessthan 30ft.,road leading attur santosh nagar phase yelahanka newtown three borewells planted along road though getting bbmp proper water supply legitimate minimum distance borewells lessthan
No foot path in Sarjapur Road from Iblur to Carmelaram,foot path sarjapur road iblur carmelaram
"Garbage van come only half lane of SG Palya, 1st main, 1st cross.

Also demands money to take garbage.",garbage van come half lane palya main cross also demand money take garbage
"Due to heavy rain few trees fell down and worker took only good wood and remaining kept in footpath
Requesting to remove the same at earliest",due heavy rain tree fell worker took good wood remaining kept footpath requesting remove earliest
"The Thanisandra main road , starting from Nagawara Junction till Bhartiya City is completely bad, we can see very big potholes and lot of accidents are happening. No one is taking responsibilty to repair them. I had very bad experience in my two wheeler. Daily I see people are struggling to cross the potholes, specially in rainy season its horrible. Please repair the road before we loose any precious life.",thanisandra main road starting nagawara junction till bhartiya city completely bad see big pothole lot accident happening one taking responsibilty repair bad experience two wheeler daily see people struggling cross pothole specially rainy season horrible please repair road loose precious life
Manhole Concrete cover is sunken in a small dead end street in KR Garden & loads of children play around it can be very dangerous !,manhole concrete cover sunken small dead end street garden load child play around dangerous
Garbage dumped in Srinagar playground and has not been cleared since a couple of weeks now.,garbage dumped srinagar playground cleared since couple week
The roads have no streetlights and the streetlights have been damaged due to heavy rains. Officials have not noticed this and the roads are unsafe due to darkness. Nothing can be seen due to this breakage of streetlights. Please look into this matter as soon as possible.,road streetlight streetlight damaged due heavy rain official noticed road unsafe due darkness nothing seen due breakage streetlight please look matter soon possible
Please repair street lights of Bellanduru Outer Ring Road. None of the street lights are working.,please repair street light bellanduru outer ring road none street light working
Wanted to put light into an observation about the Chikka Begur Lake being ruthlessly encroached by real estate developers. I wonder if it is even worth complaining as the structure has already in the verge of completion!,wanted put light observation chikka begur lake ruthlessly encroached real estate developer wonder even worth complaining structure already verge completion
"Dangerous potholes that can cause accidents. During rains , the potholes are not even visible and during night this can make it worse",dangerous pothole cause accident rain pothole even visible night make worse
Street lights not working on Kalyan Nagar Outer Ring Road.,street light working kalyan nagar outer ring road
"Almost non existent. With a large college population in the same road, students are forced to walk on the road with great risk to life due to ever increasing traffic on the road.",almost non existent large college population road student forced walk road great risk life due ever increasing traffic road
"Garbage dumped on road, bbmp garbage van refused to clean.

Address : near house number 55, 2nd Cross, Near SGR dental College road, Munnekolala
Behind EZone building",garbage dumped road bbmp garbage van refused clean address near house number cross near sgr dental college road munnekolala behind ezone building
Slab is broken at busy t- junction on cbi road where HMT groud cross joins.,slab broken busy junction cbi road hmt groud cross join
"More than 6 months - Road has been digged and left open. No Sanitary line installed till now
Contacted Madhu Engineer - but he does not respond. Road in bad shape and Elderly citizens are falling",month road digged left open sanitary line installed till contacted madhu engineer respond road bad shape elderly citizen falling
"I spotted a vehicle violating one-way rule in/on Azeez Manzil, 3rd Block East, RBI Colony, Jayanagar, Bengaluru, Karnataka 560029, India at Violation Time :undefined. Request BTP to take necessary action.",spotted vehicle violating one way rule azeez manzil block east rbi colony jayanagar bengaluru karnataka india violation time undefined request btp take necessary action
Garbage is being dumped by vegetable vendors and others. There is no collection of garbage happening in the area.,garbage dumped vegetable vendor others collection garbage happening area
"RMV 2nd stage has many stray dogs which try to attack people... recently when I was going on 2 wheeler in 13th cross, 2 dogs were blocking the way and barking constantly.. we were scared with a small kid, what if anyone of us were bitten",rmv stage many stray dog try attack people recently going wheeler cross dog blocking way barking constantly scared small kid anyone bitten
"There are lot of stray dogs that have turned wild and pounce on all the walkers, bikers and chase everyone. please pick up these dogs and help us",lot stray dog turned wild pounce walker bikers chase everyone please pick dog help
Street light not working since almost one year. Raised complaint twice in Namma Bengaluru app but the same has been closed without attending. Creates lot of nuisance in the atmosphere.,street light working since almost one year raised complaint twice namma bengaluru app closed without attending creates lot nuisance atmosphere
"Land owner is not doing periodical maintenance of vacant land due to which there is a plants and trees are growing up. As tree and plants are growing up there is increase in mosquito and rats which are causing health issues to neighbours. Land owner is not traceable and BBMP is not taking any complaint to take action on the land owner. Also, people throw waste on this vacant land.",land owner periodical maintenance vacant land due plant tree growing tree plant growing increase mosquito rat causing health issue neighbour land owner traceable bbmp taking complaint take action land owner also people throw waste vacant land
"Garbage is not cleaning properly on the Namjoshi road, it is increasing day by day , not getting any progress from the garbage cleaners

Still the garbage collectors using the same place to shift the garbage to bigger vehicles from small vehicles

While transferring half the garbage are placed on the road itself",garbage cleaning properly namjoshi road increasing day day getting progress garbage cleaner still garbage collector using place shift garbage bigger vehicle small vehicle transferring half garbage placed road
"Open big site area in 3rd cross Amarjyothi Nagar, Vijaynagar has become breeding ground of garbage, mosquitoes, big rats n even snakes. though we residents prevent people from dumping,  at odd times unknown people are dumping garbage.  off late I have even noticed people dumping alchohol bottles after drinking in that open area. attached 50 signatures of residents from our street requesting to clean n keep this area clean regularly",open big site area cross amarjyothi nagar vijaynagar become breeding ground garbage mosquito big rat even snake though resident prevent people dumping odd time unknown people dumping garbage late even noticed people dumping alchohol bottle drinking open area attached signature resident street requesting clean keep area clean regularly
A Vehicle number KA12B7899 carrying 25 drums of waste dead chicken was been dumped in the shivakote grampanchayat land,vehicle number carrying drum waste dead chicken dumped shivakote grampanchayat land
The Dodakamanahalli Nobel Residency Road is under repair since 7 months now. Public are facing lot of issues during the morning peak hours while going to office and also to drop kids to the school.,dodakamanahalli nobel residency road repair since month public facing lot issue morning peak hour going office also drop kid school
Opposite my apartment there is a drainage people daily throw garbage disposal near the drainage please put proper tar road and keep some plants,opposite apartment drainage people daily throw garbage disposal near drainage please put proper tar road keep plant
Cutting down more then100year old tree 8th cross siddaiah  road,cutting year old tree cross siddaiah road
An eagle died in our street. Please clear this asap. Thank you.,eagle died street please clear asap thank
"Street light not working at 1st cross, Muninanjappa layout, Ramamurthynagar Behind Indian oil petrol pump",street light working cross muninanjappa layout ramamurthynagar behind indian oil petrol pump
"No Tar or No Road, can someone please look into the request.",tar road someone please look request
"No water supply in public pipe.
Water men asking some (50 rupees from each house)money to supply water, when we are denied to gave money he is stopped the water supply. please solve the problem.",water supply public pipe water men asking rupee house money supply water denied gave money stopped water supply please solve problem
